timestamp,sensor_id,plant_name,plant_id,co_level,no2_level,so2_level,pm2_5,pm10,o3_level,temperature,humidity,wind_speed,wind_direction,aqi,pollution_score,anomaly_flag,anomaly_severity
45:59.2,SENSOR_12,JSW Vijayanagar,PLT104,0.55,94.27,6.23,154.72,242.22,157.24,27.74,67.26,8.0,NW,154,0.31,True,Moderate
45:59.2,SENSOR_4,Reliance Jamnagar Refinery,PLT102,3.5,103.0,53.31,251.86,226.45,189.78,39.96,58.99,8.11,SW,194,0.39,True,Moderate
45:59.2,SENSOR_39,Adani Mundra,PLT105,0.89,168.32,118.98,54.65,333.74,111.28,47.38,23.33,5.11,E,167,0.33,True,Moderate
45:59.2,SENSOR_36,Vedanta Jharsuguda,PLT103,0.58,242.58,17.63,45.48,477.51,12.81,16.56,26.98,17.92,SW,211,0.42,True,Severe
45:59.2,SENSOR_38,Adani Mundra,PLT105,0.97,104.8,111.96,376.61,299.22,66.11,21.46,84.47,13.89,NE,272,0.54,True,Severe
45:59.2,SENSOR_5,Adani Mundra,PLT105,1.74,143.37,110.28,196.13,408.63,41.64,36.54,33.97,5.87,S,240,0.48,True,High
45:59.2,SENSOR_14,Vedanta Jharsuguda,PLT103,3.84,240.81,168.08,342.96,316.01,64.96,26.48,96.89,14.66,SW,296,0.59,True,Severe
45:59.2,SENSOR_42,Reliance Jamnagar Refinery,PLT102,0.55,118.3,150.24,65.08,340.07,146.38,35.77,46.27,7.3,S,166,0.33,True,High
45:59.2,SENSOR_7,IOCL Panipat Refinery,PLT106,2.61,94.38,75.37,104.67,189.98,33.14,40.8,22.15,4.23,SW,125,0.25,False,Normal
45:59.2,SENSOR_29,Tata Steel Jamshedpur,PLT100,2.13,45.6,110.93,252.84,115.37,34.15,36.2,44.2,3.81,N,155,0.31,True,Moderate
45:59.2,SENSOR_42,Adani Mundra,PLT105,3.08,176.36,84.53,278.47,246.0,45.88,28.11,29.89,5.0,SE,228,0.46,True,High
45:59.2,SENSOR_37,Adani Mundra,PLT105,0.92,164.32,45.32,356.78,493.05,91.54,47.99,62.38,14.5,SW,328,0.66,True,Severe
45:59.2,SENSOR_8,Tata Steel Jamshedpur,PLT100,2.8,198.42,157.86,70.83,457.56,78.99,47.91,86.91,1.89,S,221,0.44,True,Violation
45:59.2,SENSOR_13,Tata Steel Jamshedpur,PLT100,2.82,152.79,72.9,66.58,280.86,163.54,19.69,45.47,10.71,S,148,0.3,True,Moderate
45:59.2,SENSOR_6,JSW Vijayanagar,PLT104,2.06,216.0,56.11,59.76,284.05,8.79,47.6,73.69,15.47,W,157,0.31,True,High
45:59.2,SENSOR_2,IOCL Panipat Refinery,PLT106,2.81,159.79,10.15,319.13,117.15,194.48,46.66,29.54,15.06,N,195,0.39,True,High
45:59.2,SENSOR_5,GAIL Vijaipur,PLT109,1.58,14.03,121.02,297.71,164.14,150.13,43.14,95.79,10.12,SW,183,0.37,True,High
45:59.2,SENSOR_36,IOCL Panipat Refinery,PLT106,1.45,233.48,79.2,286.17,355.06,194.78,27.41,40.73,17.0,SW,275,0.55,True,Violation
45:59.2,SENSOR_29,IOCL Panipat Refinery,PLT106,0.19,47.74,170.0,214.54,359.64,104.07,27.57,28.87,9.55,NE,220,0.44,True,Severe
45:59.2,SENSOR_47,Tata Steel Jamshedpur,PLT100,1.9,79.9,171.17,43.57,132.14,105.51,27.11,39.97,5.44,E,90,0.18,True,Severe
45:59.2,SENSOR_7,ONGC Hazira,PLT108,3.46,44.17,105.97,399.39,97.39,95.8,30.65,24.4,7.4,W,208,0.42,True,Severe
45:59.2,SENSOR_17,NTPC Ramagundam,PLT101,4.91,99.12,155.72,13.19,324.78,125.62,29.93,77.0,4.6,S,138,0.28,True,Violation
45:59.2,SENSOR_49,ONGC Hazira,PLT108,3.28,163.92,19.7,225.28,99.46,86.89,24.98,27.09,6.5,SW,154,0.31,True,Moderate
45:59.2,SENSOR_1,GAIL Vijaipur,PLT109,4.79,103.07,26.74,121.75,81.52,164.52,46.18,42.44,1.79,N,96,0.19,False,Normal
45:59.2,SENSOR_45,Adani Mundra,PLT105,4.06,218.03,140.59,50.07,231.24,79.92,45.85,88.41,7.4,SE,147,0.29,True,Violation
45:59.2,SENSOR_39,NTPC Ramagundam,PLT101,0.86,35.85,29.36,217.9,431.54,132.73,34.91,84.92,11.8,E,226,0.45,True,Violation
45:59.2,SENSOR_46,SAIL Bhilai Steel Plant,PLT107,2.67,198.27,66.92,76.39,49.56,187.67,37.29,58.13,5.46,W,91,0.18,True,High
45:59.2,SENSOR_25,Vedanta Jharsuguda,PLT103,1.78,82.77,91.21,213.29,51.82,24.23,35.56,77.5,4.16,E,126,0.25,True,Moderate
45:59.2,SENSOR_45,IOCL Panipat Refinery,PLT106,1.69,185.53,19.51,248.16,44.51,125.52,45.31,46.41,2.45,E,151,0.3,True,High
45:59.2,SENSOR_32,NTPC Ramagundam,PLT101,2.39,13.26,122.15,311.78,444.83,54.43,16.43,22.77,14.11,SE,273,0.55,True,Violation
45:59.2,SENSOR_2,IOCL Panipat Refinery,PLT106,1.92,75.31,66.51,216.4,415.54,55.4,18.24,90.35,6.52,E,232,0.46,True,High
45:59.2,SENSOR_16,IOCL Panipat Refinery,PLT106,1.53,48.49,114.34,182.14,414.18,24.32,46.9,49.46,14.59,SE,218,0.44,True,High
45:59.2,SENSOR_46,SAIL Bhilai Steel Plant,PLT107,2.94,44.09,117.61,188.8,90.63,116.28,30.67,68.56,16.5,W,123,0.25,True,Moderate
45:59.2,SENSOR_45,SAIL Bhilai Steel Plant,PLT107,0.61,81.63,16.86,123.29,386.27,158.95,29.78,44.86,8.13,NW,183,0.37,True,High
45:59.2,SENSOR_19,Reliance Jamnagar Refinery,PLT102,2.34,124.47,58.58,308.42,455.3,93.41,45.23,74.31,17.87,NW,290,0.58,True,Violation
45:59.2,SENSOR_3,ONGC Hazira,PLT108,4.57,60.56,64.6,162.32,69.98,88.01,42.2,60.82,1.66,NE,104,0.21,False,Normal
45:59.2,SENSOR_25,IOCL Panipat Refinery,PLT106,4.77,189.57,133.63,97.45,92.56,168.11,47.61,55.12,3.64,SE,118,0.24,True,High
45:59.2,SENSOR_39,NTPC Ramagundam,PLT101,2.22,212.56,128.71,122.98,247.77,164.92,43.81,48.0,0.86,E,178,0.36,True,High
45:59.2,SENSOR_40,Tata Steel Jamshedpur,PLT100,1.21,66.54,104.6,136.09,85.32,139.39,47.55,71.6,5.87,E,103,0.21,True,Moderate
45:59.2,SENSOR_48,Adani Mundra,PLT105,4.39,180.64,164.0,131.01,119.19,53.27,20.34,96.91,5.47,NW,140,0.28,True,Violation
45:59.2,SENSOR_3,JSW Vijayanagar,PLT104,2.7,163.16,145.34,83.98,264.56,23.88,17.21,72.19,11.26,W,160,0.32,True,High
45:59.2,SENSOR_13,NTPC Ramagundam,PLT101,0.45,23.04,155.14,278.07,139.28,185.66,25.91,32.83,8.13,NW,173,0.35,True,Violation
45:59.2,SENSOR_15,NTPC Ramagundam,PLT101,2.15,56.98,48.27,205.83,199.98,152.9,21.19,87.36,10.61,NE,158,0.32,True,Moderate
45:59.2,SENSOR_28,NTPC Ramagundam,PLT101,4.47,92.15,5.32,212.94,417.72,25.65,36.01,65.49,1.68,SW,229,0.46,True,High
45:59.2,SENSOR_23,Adani Mundra,PLT105,1.66,42.95,150.45,186.66,461.49,120.66,36.05,30.8,11.76,NW,236,0.47,True,Violation
45:59.2,SENSOR_16,Reliance Jamnagar Refinery,PLT102,1.13,207.25,83.39,362.54,276.95,182.71,34.75,32.39,9.12,SW,277,0.55,True,Violation
45:59.2,SENSOR_32,JSW Vijayanagar,PLT104,2.95,129.27,82.73,337.15,27.64,24.81,22.08,64.6,0.57,W,177,0.35,True,High
45:59.2,SENSOR_28,IOCL Panipat Refinery,PLT106,1.96,64.69,173.9,246.61,113.42,141.07,19.7,24.12,2.3,N,162,0.32,True,Severe
45:59.2,SENSOR_40,JSW Vijayanagar,PLT104,2.27,68.37,96.06,170.46,118.64,184.67,28.34,25.6,10.48,W,127,0.25,True,Moderate
45:59.2,SENSOR_42,GAIL Vijaipur,PLT109,1.29,132.86,114.01,283.62,361.19,64.55,40.39,45.0,8.55,E,259,0.52,True,High
45:59.2,SENSOR_16,ONGC Hazira,PLT108,4.75,33.47,63.87,125.03,496.61,11.0,31.43,72.64,15.99,NW,212,0.42,True,Severe
45:59.2,SENSOR_36,JSW Vijayanagar,PLT104,2.03,132.92,175.3,182.55,363.78,124.59,20.18,66.26,2.91,SW,226,0.45,True,Severe
45:59.2,SENSOR_1,JSW Vijayanagar,PLT104,3.1,55.4,22.69,243.75,52.41,36.09,26.48,68.23,10.22,N,126,0.25,True,Moderate
45:59.2,SENSOR_26,SAIL Bhilai Steel Plant,PLT107,1.23,203.49,49.54,302.26,141.56,58.83,15.93,58.77,14.57,E,209,0.42,True,High
45:59.2,SENSOR_28,ONGC Hazira,PLT108,4.73,18.53,145.34,58.07,88.86,59.94,18.47,49.75,8.76,SE,68,0.14,True,High
45:59.2,SENSOR_32,NTPC Ramagundam,PLT101,2.37,230.76,102.72,33.58,382.98,59.46,31.13,83.64,8.41,SE,184,0.37,True,Violation
45:59.2,SENSOR_44,Adani Mundra,PLT105,1.26,202.22,68.47,379.33,342.75,83.06,30.11,70.08,15.07,S,301,0.6,True,Severe
45:59.2,SENSOR_33,Vedanta Jharsuguda,PLT103,3.85,211.04,97.93,126.09,388.46,74.85,28.57,64.68,17.74,NW,218,0.44,True,High
45:59.2,SENSOR_47,ONGC Hazira,PLT108,1.69,221.45,14.03,147.13,382.49,175.64,35.81,38.45,15.08,S,219,0.44,True,Violation
45:59.2,SENSOR_3,SAIL Bhilai Steel Plant,PLT107,0.93,88.42,132.33,77.65,490.43,163.63,26.9,65.51,16.75,E,209,0.42,True,Severe
45:59.2,SENSOR_12,Adani Mundra,PLT105,4.96,95.8,136.1,279.23,197.15,79.47,19.62,33.51,15.17,E,203,0.41,True,High
45:59.2,SENSOR_30,Tata Steel Jamshedpur,PLT100,4.71,237.38,118.99,298.56,408.44,96.98,31.41,72.51,6.96,SW,301,0.6,True,Severe
45:59.2,SENSOR_13,Reliance Jamnagar Refinery,PLT102,0.17,195.93,147.4,29.89,265.17,115.66,16.06,78.19,16.02,N,145,0.29,True,High
45:59.2,SENSOR_34,Reliance Jamnagar Refinery,PLT102,4.51,27.81,51.68,228.93,32.68,72.39,37.2,68.19,8.75,W,112,0.22,True,Moderate
45:59.2,SENSOR_26,JSW Vijayanagar,PLT104,1.64,129.01,6.49,268.73,243.67,25.59,23.97,53.89,9.66,E,207,0.41,True,Moderate
45:59.2,SENSOR_47,JSW Vijayanagar,PLT104,0.2,109.0,59.74,193.5,381.88,128.51,39.67,48.25,14.38,NE,219,0.44,True,High
45:59.2,SENSOR_14,ONGC Hazira,PLT108,0.78,102.48,98.82,341.47,377.52,155.72,33.12,59.9,1.57,SE,280,0.56,True,Violation
45:59.2,SENSOR_44,JSW Vijayanagar,PLT104,4.75,23.59,8.11,306.65,316.98,158.81,34.59,52.53,8.11,SW,223,0.45,True,High
45:59.2,SENSOR_48,Tata Steel Jamshedpur,PLT100,1.64,90.61,98.32,82.48,157.45,53.21,35.14,42.23,4.45,S,108,0.22,True,Moderate
45:59.2,SENSOR_20,Reliance Jamnagar Refinery,PLT102,4.22,32.64,53.87,375.39,476.68,79.93,19.31,90.85,1.14,N,305,0.61,True,Severe
45:59.2,SENSOR_11,IOCL Panipat Refinery,PLT106,1.55,112.58,77.52,395.49,294.49,23.85,30.88,28.55,3.0,NE,276,0.55,True,Severe
45:59.2,SENSOR_43,GAIL Vijaipur,PLT109,3.35,227.39,111.37,352.37,291.46,90.67,25.7,56.76,16.42,S,285,0.57,True,Violation
45:59.2,SENSOR_23,JSW Vijayanagar,PLT104,3.0,201.66,52.66,320.06,471.76,51.93,19.42,23.34,2.04,NE,315,0.63,True,Severe
45:59.2,SENSOR_19,JSW Vijayanagar,PLT104,1.28,24.4,170.92,332.86,275.49,93.23,22.48,66.59,9.54,SE,237,0.47,True,Severe
45:59.2,SENSOR_34,GAIL Vijaipur,PLT109,3.92,190.81,119.12,88.16,337.34,180.2,37.37,75.15,9.76,W,186,0.37,True,High
45:59.2,SENSOR_2,Reliance Jamnagar Refinery,PLT102,3.68,36.41,120.34,43.35,203.56,140.38,27.33,46.84,2.96,S,97,0.19,True,Moderate
45:59.2,SENSOR_46,NTPC Ramagundam,PLT101,4.56,32.37,47.72,47.25,387.16,49.57,37.31,60.6,13.21,S,146,0.29,True,High
45:59.2,SENSOR_50,Vedanta Jharsuguda,PLT103,3.02,136.38,32.13,268.4,162.63,140.79,41.44,38.51,13.8,SW,186,0.37,True,Moderate
45:59.2,SENSOR_9,Vedanta Jharsuguda,PLT103,4.18,141.82,57.67,351.23,369.82,103.96,27.66,80.55,17.54,N,285,0.57,True,Violation
45:59.2,SENSOR_18,Reliance Jamnagar Refinery,PLT102,4.04,223.73,6.54,105.04,64.78,50.49,39.57,64.21,16.98,W,106,0.21,True,Violation
45:59.2,SENSOR_33,IOCL Panipat Refinery,PLT106,0.53,123.57,28.41,181.71,59.61,54.12,27.53,78.73,4.93,S,118,0.24,True,Moderate
45:59.2,SENSOR_13,SAIL Bhilai Steel Plant,PLT107,4.03,87.69,163.78,270.2,166.64,32.96,28.17,82.87,2.28,E,191,0.38,True,Violation
45:59.2,SENSOR_38,Vedanta Jharsuguda,PLT103,1.15,159.18,35.45,160.73,384.52,67.45,16.79,73.86,15.8,S,215,0.43,True,High
45:59.2,SENSOR_13,Vedanta Jharsuguda,PLT103,1.24,244.88,20.43,68.14,380.78,79.94,23.42,70.89,4.83,NE,192,0.38,True,Severe
45:59.2,SENSOR_14,JSW Vijayanagar,PLT104,3.42,32.54,122.58,212.5,279.96,14.45,18.12,89.4,7.14,S,187,0.37,True,Moderate
45:59.2,SENSOR_31,Adani Mundra,PLT105,1.74,177.74,107.33,320.64,244.82,24.4,30.69,75.14,15.63,SE,247,0.49,True,High
45:59.2,SENSOR_26,GAIL Vijaipur,PLT109,3.03,80.8,27.43,188.79,318.51,156.87,32.57,93.9,17.98,N,189,0.38,True,Moderate
45:59.2,SENSOR_4,GAIL Vijaipur,PLT109,4.84,89.42,10.5,392.71,33.81,79.25,21.68,80.29,11.12,S,186,0.37,True,Severe
45:59.2,SENSOR_34,NTPC Ramagundam,PLT101,4.67,96.74,10.94,252.7,311.39,108.22,38.8,58.27,6.97,N,214,0.43,True,Moderate
45:59.2,SENSOR_39,Vedanta Jharsuguda,PLT103,2.25,225.43,145.9,49.25,107.87,48.26,28.08,83.91,13.05,E,111,0.22,True,Violation
45:59.2,SENSOR_14,JSW Vijayanagar,PLT104,1.97,125.67,104.08,317.7,175.76,79.85,28.39,73.43,3.57,SW,215,0.43,True,High
45:59.2,SENSOR_20,Vedanta Jharsuguda,PLT103,1.26,201.67,155.47,367.53,282.01,67.03,43.58,38.92,7.38,NE,287,0.57,True,Violation
45:59.2,SENSOR_50,ONGC Hazira,PLT108,2.69,192.74,131.8,266.67,431.98,112.35,20.23,43.12,9.63,S,287,0.57,True,Violation
45:59.2,SENSOR_6,Vedanta Jharsuguda,PLT103,1.97,32.52,38.89,226.71,173.51,123.53,27.74,88.63,9.9,E,153,0.31,True,Moderate
45:59.2,SENSOR_41,GAIL Vijaipur,PLT109,3.75,181.33,22.77,87.23,287.39,61.14,39.93,95.24,10.26,SE,159,0.32,True,High
45:59.2,SENSOR_25,IOCL Panipat Refinery,PLT106,0.28,67.79,66.34,339.72,487.73,40.7,47.82,21.06,9.21,N,302,0.6,True,Severe
45:59.2,SENSOR_40,ONGC Hazira,PLT108,1.27,244.8,169.43,101.51,432.61,189.6,27.57,49.46,14.35,N,236,0.47,True,Severe
45:59.2,SENSOR_19,Adani Mundra,PLT105,3.23,131.54,69.26,236.64,435.16,9.92,21.68,51.48,5.58,S,258,0.52,True,Violation
45:59.2,SENSOR_2,IOCL Panipat Refinery,PLT106,0.18,149.56,148.48,338.93,105.5,128.79,16.83,36.67,15.2,N,211,0.42,True,High
45:59.2,SENSOR_25,JSW Vijayanagar,PLT104,2.63,51.31,19.74,33.85,393.52,108.34,18.25,42.39,8.56,S,143,0.29,True,High
45:59.2,SENSOR_22,SAIL Bhilai Steel Plant,PLT107,3.31,80.42,174.1,172.42,421.55,15.77,45.14,95.98,4.42,E,228,0.46,True,Severe
45:59.2,SENSOR_26,JSW Vijayanagar,PLT104,3.79,67.02,40.93,350.61,357.49,109.19,33.66,80.35,6.09,SW,264,0.53,True,Violation
45:59.2,SENSOR_50,GAIL Vijaipur,PLT109,0.5,241.29,63.32,280.07,332.92,59.99,43.05,53.16,9.0,SW,266,0.53,True,Severe
45:59.2,SENSOR_12,Vedanta Jharsuguda,PLT103,3.64,103.64,105.67,239.23,263.5,192.14,43.32,46.64,16.97,NE,206,0.41,True,Moderate
45:59.2,SENSOR_28,GAIL Vijaipur,PLT109,0.22,238.7,68.58,24.78,230.6,12.49,17.95,68.15,5.6,N,133,0.27,True,Severe
45:59.2,SENSOR_47,NTPC Ramagundam,PLT101,0.95,226.38,135.29,280.46,138.76,126.35,16.48,69.85,2.35,NW,212,0.42,True,Violation
45:59.2,SENSOR_46,GAIL Vijaipur,PLT109,4.46,165.85,119.39,78.61,355.74,165.52,30.94,92.15,1.01,W,183,0.37,True,High
45:59.2,SENSOR_15,GAIL Vijaipur,PLT109,4.89,90.43,179.45,269.66,29.78,155.51,19.6,65.91,10.85,E,152,0.3,True,Severe
45:59.2,SENSOR_4,IOCL Panipat Refinery,PLT106,2.43,226.95,119.73,371.95,128.04,106.06,33.92,90.89,6.58,NW,244,0.49,True,Violation
45:59.2,SENSOR_14,Tata Steel Jamshedpur,PLT100,4.5,143.73,40.73,385.19,253.22,41.39,27.91,52.8,5.17,SW,262,0.52,True,Severe
45:59.2,SENSOR_26,NTPC Ramagundam,PLT101,1.92,167.63,166.87,117.09,377.24,198.74,33.16,93.31,14.62,NE,210,0.42,True,Violation
45:59.2,SENSOR_32,Adani Mundra,PLT105,3.74,193.04,91.01,263.7,184.46,83.92,27.73,61.25,12.11,SE,208,0.42,True,High
45:59.2,SENSOR_49,Tata Steel Jamshedpur,PLT100,1.72,41.36,119.33,12.44,224.39,22.52,36.35,92.45,5.68,SW,92,0.18,True,Moderate
45:59.2,SENSOR_26,Tata Steel Jamshedpur,PLT100,4.27,90.1,116.2,200.42,352.52,48.73,35.04,94.65,16.8,SE,215,0.43,True,High
45:59.2,SENSOR_8,Adani Mundra,PLT105,4.86,107.01,128.58,187.54,244.46,92.72,42.58,26.03,1.64,NW,182,0.36,True,High
45:59.2,SENSOR_10,Vedanta Jharsuguda,PLT103,2.91,215.8,146.57,198.5,110.01,85.63,16.1,65.83,8.11,N,170,0.34,True,High
45:59.2,SENSOR_40,JSW Vijayanagar,PLT104,4.34,86.28,72.44,162.5,424.72,69.17,32.17,29.5,13.18,NW,216,0.43,True,High
45:59.2,SENSOR_41,GAIL Vijaipur,PLT109,1.27,137.45,106.6,154.58,375.22,52.62,18.9,48.21,9.01,S,212,0.42,True,High
45:59.2,SENSOR_12,NTPC Ramagundam,PLT101,2.19,63.74,19.52,59.69,125.02,106.62,18.58,30.63,3.08,E,76,0.15,False,Normal
45:59.2,SENSOR_8,JSW Vijayanagar,PLT104,1.87,209.87,8.53,208.54,115.91,149.25,35.62,34.39,17.53,NE,161,0.32,True,High
45:59.2,SENSOR_16,Reliance Jamnagar Refinery,PLT102,2.29,157.85,9.48,233.67,443.72,133.88,22.41,50.13,8.08,SE,259,0.52,True,Violation
45:59.2,SENSOR_43,GAIL Vijaipur,PLT109,3.35,112.13,118.55,371.46,378.08,122.85,17.39,76.82,17.68,W,296,0.59,True,Severe
45:59.2,SENSOR_47,Adani Mundra,PLT105,0.14,59.03,159.48,286.21,248.47,141.32,15.14,57.56,17.9,W,216,0.43,True,Violation
45:59.2,SENSOR_21,Vedanta Jharsuguda,PLT103,2.13,134.31,60.0,125.08,473.54,188.24,43.24,89.93,2.09,N,224,0.45,True,Severe
45:59.2,SENSOR_25,Vedanta Jharsuguda,PLT103,4.62,157.88,95.07,320.04,97.18,145.44,16.74,37.62,3.68,NW,198,0.4,True,High
45:59.2,SENSOR_12,JSW Vijayanagar,PLT104,1.85,29.27,124.28,327.33,403.76,43.17,41.01,79.34,1.47,NW,270,0.54,True,Violation
45:59.2,SENSOR_33,IOCL Panipat Refinery,PLT106,4.11,224.52,79.63,90.41,491.01,177.57,36.64,96.29,1.88,NW,236,0.47,True,Severe
45:59.2,SENSOR_35,JSW Vijayanagar,PLT104,0.22,130.59,48.76,187.96,252.57,181.19,16.45,71.54,13.59,W,181,0.36,True,Moderate
45:59.2,SENSOR_2,ONGC Hazira,PLT108,2.65,76.17,107.8,327.1,240.71,26.66,46.43,82.12,5.34,W,229,0.46,True,High
45:59.2,SENSOR_30,NTPC Ramagundam,PLT101,4.0,182.19,7.38,84.83,399.17,109.47,29.46,88.39,14.32,SE,190,0.38,True,High
45:59.2,SENSOR_18,NTPC Ramagundam,PLT101,1.73,153.9,87.28,381.06,387.92,109.67,46.33,97.9,4.54,SE,308,0.62,True,Severe
45:59.2,SENSOR_14,Adani Mundra,PLT105,1.36,218.14,50.22,47.58,211.41,58.79,39.39,38.25,7.44,SW,131,0.26,True,Violation
45:59.2,SENSOR_35,Reliance Jamnagar Refinery,PLT102,1.89,107.14,67.3,298.03,262.14,101.34,27.25,92.95,12.1,SE,226,0.45,True,High
45:59.2,SENSOR_6,IOCL Panipat Refinery,PLT106,0.68,58.65,98.51,284.38,354.63,126.93,22.61,87.93,9.09,NW,241,0.48,True,High
45:59.2,SENSOR_38,SAIL Bhilai Steel Plant,PLT107,1.77,220.25,38.37,55.89,345.97,137.26,38.45,36.58,10.27,NE,174,0.35,True,Violation
45:59.2,SENSOR_11,NTPC Ramagundam,PLT101,2.0,75.06,58.65,277.68,212.09,92.9,44.01,38.76,16.42,SE,195,0.39,True,High
45:59.2,SENSOR_48,NTPC Ramagundam,PLT101,1.2,229.71,72.39,193.64,261.2,53.25,36.69,58.52,7.86,NE,208,0.42,True,Violation
45:59.2,SENSOR_32,SAIL Bhilai Steel Plant,PLT107,2.1,53.07,38.37,177.41,208.83,98.31,34.61,61.45,8.93,NE,148,0.3,False,Normal
45:59.2,SENSOR_44,NTPC Ramagundam,PLT101,0.75,164.89,63.06,36.99,72.92,114.97,26.57,62.23,9.22,SE,75,0.15,True,Moderate
45:59.2,SENSOR_2,Reliance Jamnagar Refinery,PLT102,1.33,24.15,82.49,69.08,66.52,115.34,37.53,66.91,7.94,E,60,0.12,False,Normal
45:59.2,SENSOR_44,Tata Steel Jamshedpur,PLT100,3.19,245.3,72.61,18.06,457.28,121.83,17.86,27.01,16.1,SW,200,0.4,True,Severe
45:59.2,SENSOR_41,Vedanta Jharsuguda,PLT103,2.43,131.28,127.23,383.02,152.74,17.34,17.89,66.35,12.19,W,238,0.48,True,Severe
45:59.2,SENSOR_16,Tata Steel Jamshedpur,PLT100,1.52,15.49,20.77,71.96,231.35,35.76,40.29,73.54,2.75,S,103,0.21,False,Normal
45:59.2,SENSOR_26,GAIL Vijaipur,PLT109,2.95,38.39,92.45,42.97,459.34,47.56,43.73,97.82,16.1,SE,171,0.34,True,Violation
45:59.2,SENSOR_8,GAIL Vijaipur,PLT109,1.81,138.04,108.19,94.85,322.96,184.62,25.44,77.43,0.82,S,173,0.35,True,Moderate
45:59.2,SENSOR_26,IOCL Panipat Refinery,PLT106,1.47,223.33,126.8,190.57,121.4,58.3,28.47,28.31,17.42,SE,169,0.34,True,Violation
45:59.2,SENSOR_12,Adani Mundra,PLT105,0.84,218.89,40.59,345.52,491.3,197.61,21.53,39.71,4.82,SW,333,0.67,True,Severe
45:59.2,SENSOR_10,Reliance Jamnagar Refinery,PLT102,4.83,179.16,80.39,119.4,91.15,96.67,43.14,24.05,4.29,W,118,0.24,True,High
45:59.2,SENSOR_10,Vedanta Jharsuguda,PLT103,4.21,186.22,83.09,190.42,461.61,80.92,27.65,36.79,14.05,NE,260,0.52,True,Violation
45:59.2,SENSOR_35,Vedanta Jharsuguda,PLT103,0.39,75.49,67.86,228.71,275.81,62.11,42.07,97.77,3.01,SW,196,0.39,True,Moderate
45:59.2,SENSOR_20,NTPC Ramagundam,PLT101,3.04,35.2,45.82,202.24,48.84,128.75,32.84,84.61,5.12,S,107,0.21,True,Moderate
45:59.2,SENSOR_32,GAIL Vijaipur,PLT109,0.56,186.77,175.66,305.73,307.99,13.98,31.91,94.55,4.42,NW,269,0.54,True,Severe
45:59.2,SENSOR_23,NTPC Ramagundam,PLT101,2.91,133.04,85.85,73.64,221.93,17.93,15.8,28.65,6.45,W,131,0.26,True,Moderate
45:59.2,SENSOR_24,Vedanta Jharsuguda,PLT103,0.93,50.75,94.21,167.85,153.01,109.42,37.76,52.97,13.79,N,132,0.26,True,Moderate
45:59.2,SENSOR_30,Adani Mundra,PLT105,4.47,170.85,160.08,58.21,134.01,46.11,44.66,84.69,14.73,S,113,0.23,True,Violation
45:59.2,SENSOR_35,NTPC Ramagundam,PLT101,4.49,127.55,140.1,36.36,465.34,102.74,24.16,29.56,3.86,E,193,0.39,True,Severe
45:59.2,SENSOR_30,SAIL Bhilai Steel Plant,PLT107,0.98,153.66,144.63,262.1,444.8,173.87,25.83,60.61,1.07,SW,283,0.57,True,Violation
45:59.2,SENSOR_26,Reliance Jamnagar Refinery,PLT102,0.2,176.96,162.64,176.64,374.61,28.29,15.31,71.97,14.48,S,234,0.47,True,Violation
45:59.2,SENSOR_16,GAIL Vijaipur,PLT109,2.41,15.09,61.79,325.74,49.55,160.22,16.8,78.31,8.94,NE,154,0.31,True,High
45:59.2,SENSOR_19,IOCL Panipat Refinery,PLT106,3.02,132.52,130.66,157.31,395.95,184.0,33.48,26.91,11.18,SW,221,0.44,True,High
45:59.2,SENSOR_35,SAIL Bhilai Steel Plant,PLT107,3.09,139.07,13.11,331.86,311.48,5.35,22.76,74.39,5.92,S,255,0.51,True,High
45:59.2,SENSOR_45,Reliance Jamnagar Refinery,PLT102,3.68,81.8,113.13,68.08,323.81,79.69,36.55,58.24,12.76,S,152,0.3,True,Moderate
45:59.2,SENSOR_19,JSW Vijayanagar,PLT104,4.79,108.98,150.37,149.18,116.05,161.38,22.85,62.11,11.52,N,131,0.26,True,High
45:59.2,SENSOR_39,JSW Vijayanagar,PLT104,4.22,11.17,27.92,164.48,226.7,20.06,39.75,67.84,7.83,S,138,0.28,False,Normal
45:59.2,SENSOR_24,ONGC Hazira,PLT108,2.37,13.73,71.65,148.67,361.9,140.99,35.22,77.65,8.7,W,177,0.35,True,High
45:59.2,SENSOR_31,Vedanta Jharsuguda,PLT103,2.8,61.14,161.94,140.23,119.07,125.55,46.62,59.31,13.65,SW,120,0.24,True,Violation
45:59.2,SENSOR_21,Adani Mundra,PLT105,0.79,97.69,120.66,198.37,277.08,65.0,32.52,86.23,5.13,SW,194,0.39,True,Moderate
45:59.2,SENSOR_30,Tata Steel Jamshedpur,PLT100,2.85,221.93,153.6,230.82,155.97,190.66,41.2,43.8,16.22,NE,198,0.4,True,Violation
45:59.2,SENSOR_2,IOCL Panipat Refinery,PLT106,0.81,141.25,166.5,399.59,347.93,114.2,38.4,95.63,10.98,NE,309,0.62,True,Severe
45:59.2,SENSOR_18,Reliance Jamnagar Refinery,PLT102,3.61,241.01,56.77,254.33,433.37,56.54,20.01,77.83,16.97,NW,285,0.57,True,Severe
45:59.2,SENSOR_26,IOCL Panipat Refinery,PLT106,2.37,12.39,126.46,363.02,67.16,169.35,30.88,92.33,13.14,NE,180,0.36,True,Violation
